code_unite;nom_unite;abrege_unite;departement;type_unite;num_tph;num_tph_mobile_unite;num_fax_unite;rang_classement;adresse_geographique_unite;adresse_postale_unite
71961;"Service r�serve jeunesse GGD10";"SRJ GGD10";10;9313;;;;14904;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
17402;"Centre d'op�rations et de renseignement de la gendarmerie GGD10";"CORG GGD10";10;034A;"+33 3 25 71 89 13";"+33 6 24 49 39 57";;14905;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
20381;"Quart op�rationnel CORG GGD10";"QO CORG GGD10";10;9042;;;;14906;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
20382;"Cellule renseignement CORG GGD10";"CR CORG GGD10";10;9043;"+33 3 25 75 75 03";;;14907;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
17104;"Brigade d�partementale de renseignements et d'investigations judiciaires GGD10";"BDRIJ GGD10";10;035O;"+33 3 25 75 75 69";;;14908;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
11973;"Section op�rationnelle de lutte contre les cybermenaces BDRIJ GGD10";"SOLC BDRIJ GGD10";10;9253;"+33 3 25 75 76 25";"+33 6 25 15 16 46";;14909;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
78702;"Cellule d�partementale d'observation et de surveillance BDRIJ GGD10";"CDOS BDRIJ GGD10";10;8138;"+33 3 25 75 76 45";;;14910;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
20384;"Cellule identification criminelle BDRIJ GGD10";"CIC BDRIJ GGD10";10;9047;"+33 3 25 75 75 21";;;14911;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
74311;"Cellule pr�vention technique de la malveillance GGD10";"CPTM GGD10";10;9222;;;;14912;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
17447;"Brigade nautique de Dienville";"BN DIENVILLE";10;033X;"+33 3 25 27 59 40";"+33 6 28 46 20 87";;14913;"Port de Dienville$10500 DIENVILLE";"PORT DE DIENVILLE$10500 DIENVILLE"
70103;"Maison de protection des familles GGD10";"MPF GGD10";10;080J;"+33 3 25 75 76 18";;;14914;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
28650;"Peloton sp�cialis� de protection de la gendarmerie de Nogent-sur-Seine";"PSPG NOGENT-SUR-SEINE";10;8007;"+33 3 25 39 69 10";"+33 6 23 31 80 27";;14915;"4 Rue des Capucins$10400 NOGENT SUR SEINE";"4 RUE DES CAPUCINS$10400 NOGENT SUR SEINE"
70104;"Escadron d�partemental de s�curit� routi�re de l'Aube";EDSR10;10;0733;"+33 3 25 75 75 86";;;14916;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
70105;"Groupe de commandement EDSR10";"GC EDSR10";10;0734;;;;14917;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
8857;"Brigade motoris�e de Bar-sur-Aube";"BMO BAR-SUR-AUBE";10;073B;"+33 3 25 27 55 91";;;14918;"2 Rue Edouard Blaise$10200 BAR SUR AUBE";"2 RUE EDOUARD BLAISE$10200 BAR SUR AUBE"
30950;"Brigade motoris�e de M�ry-sur-Seine";"BMO MERY-SUR-SEINE";10;073B;"+33 3 25 21 08 18";;;14919;"2 Rue Georges Flizot$10170 MERY SUR SEINE";"2 RUE GEORGES FLIZOT$10170 MERY SUR SEINE"
12999;"Peloton motoris� de Buch�res";"PMO BUCHERES";10;8086;"+33 3 25 41 51 83";;;14920;"Sortie n�21$Autoroute A5$10800 BUCHERES";"SORTIE N�21$AUTOROUTE A5$10800 BUCHERES"
67754;"�quipe rapide d'intervention de Buch�res";"ERI BUCHERES";10;8132;;;;14921;"Sortie n�21$Autoroute A5$10800 BUCHERES";"SORTIE N�21$AUTOROUTE A5$10800 BUCHERES"
84202;"Groupe local de contr�le des flux de Buch�res";"GLCF BUCHERES";10;9254;"+33 3 25 75 75 70";;;14922;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
3676;"Compagnie de gendarmerie d�partementale de Rosi�res-pr�s-Troyes";"CGD ROSIERES-PRES-TROYES";10;033G;"+33 3 25 75 75 64";;;14923;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
3677;"Groupe de commandement CGD Rosi�res-pr�s-Troyes";"GC CGD ROSIERES-PRES-TROYES";10;033J;"+33 3 25 75 75 75";;;14924;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
9204;"Peloton de surveillance et d'intervention gendarmerie de Rosi�res-pr�s-Troyes";"PSIG ROSIERES-PRES-TROYES";10;033U;"+33 3 25 75 75 23";;;14925;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
60979;"�quipe cynophile PSIG Rosi�res-pr�s-Troyes";"EC PSIG ROSIERES-PRES-TROYES";10;9094;;;;14926;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
3679;"Brigade de recherches de Rosi�res-pr�s-Troyes";"BR ROSIERES-PRES-TROYES";10;036A;"+33 3 25 75 75 20";;;14927;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
3682;"Brigade territoriale autonome d'Arcis-sur-Aube";"BTA ARCIS-SUR-AUBE";10;0344;"+33 3 25 37 87 96";;;14928;"6 Rue G�rard Fortier$10700 ARCIS SUR AUBE";"6 RUE GERARD FORTIER$10700 ARCIS SUR AUBE"
90302;"Brigade territoriale mobile d'Armance";"BTM ARMANCE";10;034M;;"+33 6 47 12 96 43";;14929;"14 Rue du 8 mai 1945$10130 ERVY LE CHATEL";"14 RUE DU 8 MAI 1945$10130 ERVY LE CHATEL"
31600;"Communaut� de brigades de Barberey-Saint-Sulpice";"COB BARBEREY-ST-SULPICE";10;0340;"+33 3 25 42 32 90";;;14930;"2 Rue du Val-de-Seine$10600 BARBEREY ST SULPICE";"2 RUE DU VAL DE SEINE$10600 BARBEREY ST SULPICE"
3685;"Brigade de proximit� de Barberey-Saint-Sulpice";"BP BARBEREY-ST-SULPICE";10;0342;"+33 3 25 42 32 90";;;14931;"2 Rue du Val-de-Seine$10600 BARBEREY ST SULPICE";"2 RUE DU VAL DE SEINE$10600 BARBEREY ST SULPICE"
3684;"Brigade de proximit� de Br�viandes";"BP BREVIANDES";10;0342;"+33 3 25 83 17 50";"+33 6 70 32 31 48";;14932;"Quartier Hautefeuille$Rue des Ormes$10450 BREVIANDES";"QUARTIER HAUTEFEUILLE$RUE DES ORMES$10450 BREVIANDES"
14540;"Communaut� de brigades de Bouilly";"COB BOUILLY";10;0340;"+33 3 25 40 20 04";;;14933;"1 Rue de l'H�tel-de-Ville$10320 BOUILLY";"1 RUE DE L HOTEL DE VILLE$10320 BOUILLY"
3683;"Brigade de proximit� de Bouilly";"BP BOUILLY";10;0342;"+33 3 25 40 20 04";"+33 000000000";;14934;"1 Rue de l'H�tel-de-Ville$10320 BOUILLY";"1 RUE DE L HOTEL DE VILLE$10320 BOUILLY"
3707;"Brigade de proximit� de Chaource";"BP CHAOURCE";10;0342;"+33 3 25 40 11 15";;;14935;"6 Rue des Roises$10210 CHAOURCE";"6 RUE DES ROISES$10210 CHAOURCE"
3686;"Brigade de proximit� d'Ervy-le-Ch�tel";"BP ERVY-LE-CHATEL";10;0342;"+33 3 25 70 50 11";;;14936;"13 Avenue de la Gare$10130 ERVY LE CHATEL";"13 AVENUE DE LA GARE$10130 ERVY LE CHATEL"
31601;"Communaut� de brigades d'Estissac";"COB ESTISSAC";10;0340;"+33 3 25 40 40 11";;;14937;"19 Rue Jean Hector$10190 ESTISSAC";"19 RUE JEAN HECTOR$10190 ESTISSAC"
3687;"Brigade de proximit� d'Estissac";"BP ESTISSAC";10;0342;"+33 3 25 40 40 11";;;14938;"19 Rue Jean Hector$10190 ESTISSAC";"19 RUE JEAN HECTOR$10190 ESTISSAC"
3681;"Brigade de proximit� d'Aix-Villemaur-P�lis";"BP AIX-VILLEMAUR-PALIS";10;0342;"+33 3 25 46 70 14";;;14939;"10 Place Thuillier$AIX EN OTHE$10160 AIX VILLEMAUR PALIS";"10 PLACE THUILLIER$AIX EN OTHE$10160 AIX VILLEMAUR PALIS"
14542;"Communaut� de brigades de Lusigny-sur-Barse";"COB LUSIGNY-SUR-BARSE";10;0340;"+33 3 25 41 20 09";;;14940;"7 Route de Cl�rey$10270 LUSIGNY SUR BARSE";"7 ROUTE DE CLEREY$10270 LUSIGNY SUR BARSE"
3688;"Brigade de proximit� de Lusigny-sur-Barse";"BP LUSIGNY-SUR-BARSE";10;0342;"+33 3 25 41 20 09";"+33 624495252";;14941;"7 Route de Cl�rey$10270 LUSIGNY SUR BARSE";"7 ROUTE DE CLEREY$10270 LUSIGNY SUR BARSE"
3690;"Brigade de proximit� de Piney";"BP PINEY";10;0342;"+33 3 25 46 30 05";;;14942;"27 Rue de la Chapelle$10220 PINEY";"27 RUE DE LA CHAPELLE$10220 PINEY"
3694;"Compagnie de gendarmerie d�partementale de Bar-sur-Aube";"CGD BAR-SUR-AUBE";10;033G;"+33 3 25 27 55 90";;;14943;"2 Rue Edouard Blaise$10200 BAR SUR AUBE";"2 RUE EDOUARD BLAISE$10200 BAR SUR AUBE"
3695;"Groupe de commandement CGD Bar-sur-Aube";"GC CGD BAR-SUR-AUBE";10;033J;"+33 3 25 27 55 90";"+33 6 23 90 58 81";;14944;"2 Rue Edouard Blaise$10200 BAR SUR AUBE";"2 RUE EDOUARD BLAISE$10200 BAR SUR AUBE"
11300;"Peloton de surveillance et d'intervention gendarmerie de Bar-sur-Aube";"PSIG BAR-SUR-AUBE";10;033U;"+33 3 25 27 55 82";"+33 3 25 27 55 82";;14945;"2 Rue Edouard Blaise$10200 BAR SUR AUBE";"2 RUE EDOUARD BLAISE$10200 BAR SUR AUBE"
60980;"�quipe cynophile PSIG Bar-sur-Aube";"EC PSIG BAR-SUR-AUBE";10;9094;;;;14946;"2 Rue Edouard Blaise$10200 BAR SUR AUBE";"2 RUE EDOUARD BLAISE$10200 BAR SUR AUBE"
11441;"Brigade de recherches de Bar-sur-Aube";"BR BAR-SUR-AUBE";10;036A;"+33 3 25 27 55 80";;"+33 3 25 27 55 93";14947;"2 Rue Edouard Blaise$10200 BAR SUR AUBE";"2 RUE EDOUARD BLAISE$10200 BAR SUR AUBE"
14543;"Communaut� de brigades de Bar-sur-Aube";"COB BAR-SUR-AUBE";10;0340;"+33 3 25 27 08 73";;;14948;"2 Rue Edouard Blaise$10200 BAR SUR AUBE";"2 RUE EDOUARD BLAISE$10200 BAR SUR AUBE"
3696;"Brigade de proximit� de Bar-sur-Aube";"BP BAR-SUR-AUBE";10;0342;"+33 3 25 27 08 73";;;14949;"2 Rue Edouard Blaise$10200 BAR SUR AUBE";"2 RUE EDOUARD BLAISE$10200 BAR SUR AUBE"
3703;"Brigade de proximit� de Vendeuvre-sur-Barse";"BP VENDEUVRE-SUR-BARSE";10;0342;"+33 3 25 41 30 03";;;14950;"10 Rue de l'Houzotte$10140 VENDEUVRE SUR BARSE";"10 RUE DE L HOUZOTTE$10140 VENDEUVRE SUR BARSE"
14544;"Communaut� de brigades de Bar-sur-Seine";"COB BAR-SUR-SEINE";10;0340;"+33 3 25 29 81 30";;;14951;"2 Grande Rue de la R�sistance$10110 BAR SUR SEINE";"2 GRANDE RUE DE LA RESISTANCE$10110 BAR SUR SEINE"
3706;"Brigade de proximit� de Bar-sur-Seine";"BP BAR-SUR-SEINE";10;0342;"+33 3 25 29 81 30";;;14952;"2 Grande Rue de la R�sistance$10110 BAR SUR SEINE";"2 GRANDE RUE DE LA RESISTANCE$10110 BAR SUR SEINE"
3708;"Brigade de proximit� d'Essoyes";"BP ESSOYES";10;0342;"+33 3 25 29 60 06";;;14953;"65 Rue Gambetta$10360 ESSOYES";"65 RUE GAMBETTA$10360 ESSOYES"
3710;"Brigade de proximit� des Riceys";"BP LES-RICEYS";10;0342;"+33 3 25 29 30 26";;;14954;"2 Rue du Parc Saint Vincent$10340 LES RICEYS";"2 RUE DU PARC SAINT VINCENT$10340 LES RICEYS"
3709;"Brigade de proximit� de Mussy-sur-Seine";"BP MUSSY-SUR-SEINE";10;0342;"+33 3 25 38 41 08";;;14955;"3 Porte d'Auberive$10250 MUSSY SUR SEINE";"3 PORTE D AUBERIVE$10250 MUSSY SUR SEINE"
14545;"Communaut� de brigades de Brienne-le-Ch�teau";"COB BRIENNE-LE-CHATEAU";10;0340;"+33 3 25 92 80 28";;;14956;"18 Rue Mar�chal Val�e$10500 BRIENNE LE CHATEAU";"18 RUE MARECHAL VALEE$10500 BRIENNE LE CHATEAU"
3698;"Brigade de proximit� de Brienne-le-Ch�teau";"BP BRIENNE-LE-CHATEAU";10;0342;"+33 3 25 92 80 28";;;14957;"18 Rue Mar�chal Val�e$10500 BRIENNE LE CHATEAU";"18 RUE MARECHAL VALEE$10500 BRIENNE LE CHATEAU"
3700;"Brigade de proximit� de Chavanges";"BP CHAVANGES";10;0342;"+33 3 25 92 10 07";;;14958;"8 Rue du Bois$10330 CHAVANGES";"8 RUE DU BOIS$10330 CHAVANGES"
3711;"Compagnie de gendarmerie d�partementale de Nogent-sur-Seine";"CGD NOGENT-SUR-SEINE";10;033G;"+33 3 25 39 81 36";;;14959;"4 Rue des Capucins$10400 NOGENT SUR SEINE";"4 RUE DES CAPUCINS$10400 NOGENT SUR SEINE"
3712;"Groupe de commandement CGD Nogent-sur-Seine";"GC CGD NOGENT-SUR-SEINE";10;033J;"+33 3 25 39 81 36";;;14960;"4 Rue des Capucins$10400 NOGENT SUR SEINE";"4 RUE DES CAPUCINS$10400 NOGENT SUR SEINE"
15076;"Peloton de surveillance et d'intervention gendarmerie de Romilly-sur-Seine";"PSIG ROMILLY-SUR-SEINE";10;033U;"+33 3 25 24 71 82";"+33 6 02 14 43 41";;14961;"62 Rue de la Boule-d'Or$10100 ROMILLY SUR SEINE";"62 RUE DE LA BOULE D OR$10100 ROMILLY SUR SEINE"
60978;"�quipe cynophile PSIG Romilly-sur-Seine";"EC PSIG ROMILLY-SUR-SEINE";10;9094;;;;14962;"62 Rue de la Boule-d'Or$10100 ROMILLY SUR SEINE";"62 RUE DE LA BOULE D OR$10100 ROMILLY SUR SEINE"
11442;"Brigade de recherches de Nogent-sur-Seine";"BR NOGENT-SUR-SEINE";10;036A;"+33 3 25 39 69 04";;;14963;"4 Rue des Capucins$10400 NOGENT SUR SEINE";"4 RUE DES CAPUCINS$10400 NOGENT SUR SEINE"
14546;"Communaut� de brigades de Nogent-sur-Seine";"COB NOGENT-SUR-SEINE";10;0340;"+33 3 25 39 81 36";;;14964;"4 Rue des Capucins$10400 NOGENT SUR SEINE";"4 RUE DES CAPUCINS$10400 NOGENT SUR SEINE"
3713;"Brigade de proximit� de Nogent-sur-Seine";"BP NOGENT-SUR-SEINE";10;0342;"+33 3 25 39 81 36";;;14965;"4 Rue des Capucins$10400 NOGENT SUR SEINE";"4 RUE DES CAPUCINS$10400 NOGENT SUR SEINE"
3714;"Brigade de proximit� de Marcilly-le-Hayer";"BP MARCILLY-LE-HAYER";10;0342;"+33 3 25 21 71 01";;;14966;"11 Rue des Vignes$10290 MARCILLY LE HAYER";"11 RUE DES VIGNES$10290 MARCILLY LE HAYER"
3717;"Brigade de proximit� de Villenauxe-la-Grande";"BP VILLENAUXE-LA-GRANDE";10;0342;"+33 3 25 21 30 13";;;14967;"21 Rue des Tryolits$10370 VILLENAUXE LA GRANDE";"21 RUE DES TRYOLITS$10370 VILLENAUXE LA GRANDE"
14547;"Communaut� de brigades de Romilly-sur-Seine";"COB ROMILLY-SUR-SEINE";10;0340;"+33 3 25 24 71 82";;;14968;"62 Rue de la Boule-d'Or$10100 ROMILLY SUR SEINE";"62 RUE DE LA BOULE D OR$10100 ROMILLY SUR SEINE"
90453;"Brigade de proximit� de Marigny-le-Ch�tel";"BP MARIGNY-LE-CHATEL";10;0342;"+33 3 25 24 71 82";;;14969;"3 Rue Georges Cl�menceau$10350 MARIGNY LE CHATEL";"3 RUE GEORGES CLEMENCEAU$10350 MARIGNY LE CHATEL"
3715;"Brigade de proximit� de M�ry-sur-Seine";"BP MERY-SUR-SEINE";10;0342;"+33 3 25 21 21 04";;;14970;"2 Rue Georges Flizot$10170 MERY SUR SEINE";"2 RUE GEORGES FLIZOT$10170 MERY SUR SEINE"
3716;"Brigade de proximit� de Romilly-sur-Seine";"BP ROMILLY-SUR-SEINE";10;0342;"+33 3 25 24 71 82";"+33 623905645";;14971;"62 Rue de la Boule-d'Or$10100 ROMILLY SUR SEINE";"62 RUE DE LA BOULE D OR$10100 ROMILLY SUR SEINE"
17540;"Action sociale des arm�es GGD10";"ASA GGD10";10;022A;"+33 3 25 75 75 12";"+33 7 77 73 47 71";;14972;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
29651;"�tat-major de groupement de gendarmerie d�partementale de r�serve 10";EMGGDR10;10;R020;;;;14973;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
29778;"Compagnie de r�serve territoriale 10/1 ROSIERES-PRES-TROYES";"CRT 10/1 ROSIERES-PRES-TROYES";10;R022;;;;14974;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
33120;"Compagnie de r�serve territoriale 10/2 ROSIERES-PRES-TROYES";"CRT 10/2 ROSIERES-PRES-TROYES";10;R022;;;;14975;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
33121;"Compagnie de r�serve territoriale 10/3 ROSIERES-PRES-TROYES";"CRT 10/3 ROSIERES-PRES-TROYES";10;R022;;;;14976;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
72164;"Compagnie de r�serve territoriale 10/4 ROSIERES-PRES-TROYES";"CRT 10/4 ROSIERES-PRES-TROYES";10;R022;;;;14977;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
81783;"Compagnie d'intervention de r�serve territoriale GGD10";"CIRT GGD10";10;9261;;;;14978;"Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES";"CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES"
65506;"Service d�partemental du renseignement territorial de Rosi�res-pr�s-Troyes";"SDRT ROSIERES-PRES-TROYES";10;9116;;;;14979;;
70405;"Antenne renseignement territorial de Nogent-sur-Seine";"ART NOGENT-SUR-SEINE";10;9116;"+33 3 25 39 69 15";"+33 6 17 04 44 45";;14980;"4 Rue des Capucins$10400 NOGENT SUR SEINE";"4 RUE DES CAPUCINS$10400 NOGENT SUR SEINE"
3566;"Groupement de gendarmerie d�partementale de la Marne";GGD51;51;033M;"+33 3 26 68 63 00";;;14981;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
65507;"Service d�partemental du renseignement territorial de Ch�lons-en-Champagne";"SDRT CHALONS-EN-CHAMPAGNE";51;9116;;;;14982;;
67564;"Antenne renseignement territorial de Vitry-le-Fran�ois";"ART VITRY-LE-FRANCOIS";51;9116;;;;14983;"91 Faubourg de Ch�lons$51300 VITRY LE FRANCOIS";"91 FAUBOURG DE CHALONS$51300 VITRY LE FRANCOIS"
82469;"Section commandement GGD51";"SC GGD51";51;9031;;;;14984;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
82470;"Groupe soutien ressources humaines GGD51";"GSRH GGD51";51;9032;;;;14985;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
82472;"Service administration du personnel GGD51";"SAP GGD51";51;9035;;;;14986;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
82473;"Service logistique finances GGD51";"SLF GGD51";51;9038;"+33 3 26 68 68 75";;;14987;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
82474;"Service des affaires immobili�res GGD51";"SAI GGD51";51;8018;;;;14988;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
82471;"Service r�serve jeunesse GGD51";"SRJ GGD51";51;9313;;;;14989;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
82475;"Centre d'op�rations et de renseignement de la gendarmerie GGD51";"CORG GGD51";51;034A;"+33 3 26 26 68 56";;;14990;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
82476;"Quart op�rationnel CORG GGD51";"QO CORG GGD51";51;9042;"+33 326266856";;;14991;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
82477;"Cellule renseignement CORG GGD51";"CR CORG GGD51";51;9043;"+33 3 26 68 63 88";;;14992;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
17105;"Brigade d�partementale de renseignements et d'investigations judiciaires GGD51";"BDRIJ GGD51";51;035O;"+33 3 26 68 63 40";;;14993;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
12099;"Section op�rationnelle de lutte contre les cybermenaces BDRIJ GGD51";"SOLC BDRIJ GGD51";51;9253;"+33 3 26 68 64 39";"+33 6 25 16 50 59";;14994;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
78703;"Cellule d�partementale d'observation et de surveillance BDRIJ GGD51";"CDOS BDRIJ GGD51";51;8138;"+33 3 26 68 63 60";"+33 6 12 14 28 46";;14995;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
20350;"Cellule identification criminelle BDRIJ GGD51";"CIC BDRIJ GGD51";51;9047;;"+33 6 25 32 52 68";;14996;"Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE";"CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX"
