key,nom_unite,abrege_unite,departement,type_unite,num_tph,num_tph_mobile_unite,num_fax_unite,rang_classement,adresse_geographique_unite,adresse_postale_unite,libelle_unite,type_materiel,code_unite_terminal_de_saisie
GN00033008,Compagnie de r�serve territoriale 91/4 EVRY,CRT 91/4 EVRY-COURCOURONNES,91,R022,,+33 652845774,,6225.0,11 Rue Jean Mal�zieux$EVRY$91000 EVRY COURCOURONNES,11 BIS RUE JEAN MALEZIEUX$BP 2000 EVRY COURCOURONNES$91007 EVRY CEDEX,,,
GN00033009,Compagnie de r�serve territoriale 95/3 PONTOISE,CRT 95/3 PONTOISE,95,R022,,,,6293.0,Caserne Lange$5 Boulevard de l'Hautil$95000 PONTOISE,CASERNE LANGE$5 BOULEVARD DE L HAUTIL$BP 20312 PONTOISE$95027 CERGY PONTOISE CEDEX,,,
GN00033010,Compagnie de r�serve territoriale 95/4 PONTOISE,CRT 95/4 PONTOISE,95,R022,,,,6295.0,Caserne Lange$5 Boulevard de l'Hautil$95000 PONTOISE,CASERNE LANGE$5 BOULEVARD DE L HAUTIL$BP 20312 PONTOISE$95027 CERGY PONTOISE CEDEX,,,
GN00033011,Compagnie de r�serve territoriale 67/3 STRASBOURG,CRT 67/3 STRASBOURG,67,R022,,,,15444.0,Caserne Ganeval$2 Rue de Molsheim$67000 STRASBOURG,CASERNE GANEVAL$2 RUE DE MOLSHEIM$BP 31008$67071 STRASBOURG CEDEX,,,
GN00033012,Compagnie de r�serve territoriale 67/4 STRASBOURG,CRT 67/4 STRASBOURG,67,R022,,,,15445.0,Caserne Ganeval$2 Rue de Molsheim$67000 STRASBOURG,CASERNE GANEVAL$2 RUE DE MOLSHEIM$BP 31008$67071 STRASBOURG CEDEX,,,
GN00033013,Compagnie de r�serve territoriale 67/5 STRASBOURG,CRT 67/5 STRASBOURG,67,R022,,,,15446.0,Caserne Ganeval$2 Rue de Molsheim$67000 STRASBOURG,CASERNE GANEVAL$2 RUE DE MOLSHEIM$BP 31008$67071 STRASBOURG CEDEX,,,
GN00033014,Compagnie de r�serve territoriale 67/6 STRASBOURG,CRT 67/6 STRASBOURG,67,R022,,,,15447.0,Caserne Ganeval$2 Rue de Molsheim$67000 STRASBOURG,CASERNE GANEVAL$2 RUE DE MOLSHEIM$BP 31008$67071 STRASBOURG CEDEX,,,
GN00033015,Compagnie de r�serve territoriale 24/3 PERIGUEUX,CRT 24/3 PERIGUEUX,24,R022,,,,7470.0,Caserne Clech$58 Boulevard Bertran de Born$24000 PERIGUEUX,CASERNE CLECH$58 BOULEVARD BERTRAN DE BORN$24000 PERIGUEUX,,,
GN00033016,Compagnie de r�serve territoriale 24/4 PERIGUEUX,CRT 24/4 PERIGUEUX,24,R022,,,,7471.0,Caserne Clech$58 Boulevard Bertran de Born$24000 PERIGUEUX,CASERNE CLECH$58 BOULEVARD BERTRAN DE BORN$24000 PERIGUEUX,,,
GN00033017,Compagnie de r�serve territoriale 33/4 BORDEAUX,CRT 33/4 BORDEAUX,33,R022,,,,7011.0,Caserne Juda�que$200 Rue Juda�que$33000 BORDEAUX,CASERNE JUDAIQUE$200 RUE JUDAIQUE$33000 BORDEAUX,,,
GN00033018,Compagnie de r�serve territoriale 33/5 BORDEAUX,CRT 33/5 BORDEAUX,33,R022,,,,7012.0,Caserne Juda�que$200 Rue Juda�que$33000 BORDEAUX,CASERNE JUDAIQUE$200 RUE JUDAIQUE$33000 BORDEAUX,,,
GN00033019,Compagnie de r�serve territoriale 33/6 BORDEAUX,CRT 33/6 BORDEAUX,33,R022,,,,7013.0,Caserne Juda�que$200 Rue Juda�que$33000 BORDEAUX,CASERNE JUDAIQUE$200 RUE JUDAIQUE$33000 BORDEAUX,,,
GN00033020,Compagnie de r�serve territoriale 33/7 BORDEAUX,CRT 33/7 BORDEAUX,33,R022,,,,7014.0,Caserne Juda�que$200 Rue Juda�que$33000 BORDEAUX,CASERNE JUDAIQUE$200 RUE JUDAIQUE$33000 BORDEAUX,,,
GN00033021,Compagnie de r�serve territoriale 40/2 MONT-DE-MARSAN,CRT 40/2 MONT-DE-MARSAN,40,R022,,,,7564.0,Caserne du Barad�$50 Rue Pierre Beno�t$40000 MONT DE MARSAN,CASERNE DU BARADE$50 RUE PIERRE BENOIT$40000 MONT DE MARSAN,,,
GN00033022,Compagnie de r�serve territoriale 40/3 MONT-DE-MARSAN,CRT 40/3 MONT-DE-MARSAN,40,R022,,,,7565.0,Caserne du Barad�$50 Rue Pierre Beno�t$40000 MONT DE MARSAN,CASERNE DU BARADE$50 RUE PIERRE BENOIT$40000 MONT DE MARSAN,,,
GN00033023,Compagnie de r�serve territoriale 47/3 AGEN,CRT 47/3 AGEN,47,R022,,,,7654.0,Caserne Majore Lem�e$15 Rue Valence$47000 AGEN,CASERNE MAJORE LEMEE$15 RUE VALENCE$47000 AGEN,,,
GN00033024,Compagnie de r�serve territoriale 64/3 PAU,CRT 64/3 PAU,64,R022,,,,7768.0,4 Cours L�on B�rard$64000 PAU,4 COURS LEON BERARD$64000 PAU,,,
GN00033025,D�tachement gendarmerie gouverneur militaire de Paris,DGGM PARIS,75,9063,,,,6669.0,Caserne Kellermann$56 Boulevard Kellermann$75013 PARIS,CASERNE KELLERMANN$56 BOULEVARD KELLERMANN$75634 PARIS CEDEX 13,,,
GN00033050,Brigade territoriale autonome de Montriond,BTA MONTRIOND,74,0344,+33 4 50 79 13 12,,,12037.0,70 Route du Pr�$74110 MONTRIOND,70 ROUTE DU PRE$74110 MONTRIOND,,,
GN00033075,Compagnie de r�serve territoriale 64/4 PAU,CRT 64/4 PAU,64,R022,,,,7769.0,4 Cours L�on B�rard$64000 PAU,4 COURS LEON BERARD$64000 PAU,,,
GN00033076,Compagnie de r�serve territoriale 03/2 MOULINS,CRT 03/2 MOULINS,03,R022,,,,11112.0,Quartier Taguin$118 Rue de Paris$03000 MOULINS,QUARTIER TAGUIN$118 RUE DE PARIS$03000 MOULINS,,,
GN00033077,Compagnie de r�serve territoriale 03/3 MOULINS,CRT 03/3 MOULINS,03,R022,,,,11113.0,Quartier Taguin$118 Rue de Paris$03000 MOULINS,QUARTIER TAGUIN$118 RUE DE PARIS$03000 MOULINS,,,
GN00033078,Compagnie de r�serve territoriale 15/2 AURILLAC,CRT 15/2 AURILLAC,15,R022,,,,11279.0,Caserne Adjudant Machemy$20 bis Avenue de la Libert�$15000 AURILLAC,CASERNE ADJUDANT MACHEMY$20 BIS AVENUE DE LA LIBERTE$15005 AURILLAC CEDEX,,,
GN00033079,Compagnie de r�serve territoriale 43/2 LE-PUY-EN-VELAY,CRT 43/2 LE-PUY-EN-VELAY,43,R022,,,,11709.0,Caserne Romeuf$21 Rue du 86�me R�giment d'Infanterie$43000 LE PUY EN VELAY,CASERNE ROMEUF$21 RUE DU 86EME REGIMENT D INFANTERIE$43012 LE PUY EN VELAY CEDEX,,,
GN00033080,Compagnie de r�serve territoriale 63/3 CLERMONT-FERRAND,CRT 63/3 CLERMONT-FERRAND,63,R022,,,,11832.0,Caserne FONTFREDE$Avenue de la Lib�ration$63000 CLERMONT FERRAND,CASERNE FONTFREDE$AVENUE DE LA LIBERATION$63000 CLERMONT FERRAND,,,
GN00033081,Compagnie de r�serve territoriale 63/4 CLERMONT-FERRAND,CRT 63/4 CLERMONT-FERRAND,63,R022,,,,11833.0,Caserne FONTFREDE$Avenue de la Lib�ration$63000 CLERMONT FERRAND,CASERNE FONTFREDE$AVENUE DE LA LIBERATION$63000 CLERMONT FERRAND,,,
GN00033082,Compagnie de r�serve territoriale 14/3 CAEN,CRT 14/3 CAEN,14,R022,,,,9198.0,Caserne Le Flem$29 Avenue du 43e r�giment d'artillerie$14000 CAEN,CASERNE LE FLEM$29 AVENUE DU 43E REGIMENT D ARTILLERIE$BP 41014$14020 CAEN CEDEX 3,,,
GN00033083,Compagnie de r�serve territoriale 14/4 CAEN,CRT 14/4 CAEN,14,R022,,,,9199.0,Caserne Le Flem$29 Avenue du 43e r�giment d'artillerie$14000 CAEN,CASERNE LE FLEM$29 AVENUE DU 43E REGIMENT D ARTILLERIE$BP 41014$14020 CAEN CEDEX 3,,,
GN00033084,Compagnie de r�serve territoriale 50/3 SAINT-LO,CRT 50/3 ST-LO,50,R022,,,,9408.0,367 Rue de Tessy$50000 ST LO,367 RUE DE TESSY$50010 ST LO CEDEX,,,
GN00033085,Compagnie de r�serve territoriale 50/4 SAINT-LO,CRT 50/4 ST-LO,50,R022,,,,9409.0,367 Rue de Tessy$50000 ST LO,367 RUE DE TESSY$50010 ST LO CEDEX,,,
GN00033086,Compagnie de r�serve territoriale 61/2 ALENCON,CRT 61/2 ALENCON,61,R022,,,,9493.0,Caserne Lieutenant Nicolas$38 Boulevard Duchamp$61000 ALENCON,CASERNE LIEUTENANT NICOLAS$38 BOULEVARD DUCHAMP$BP 350$61014 ALENCON CEDEX,,,
GN00033087,Compagnie de r�serve territoriale 61/3 ALENCON,CRT 61/3 ALENCON,61,R022,,,,9494.0,Caserne Lieutenant Nicolas$38 Boulevard Duchamp$61000 ALENCON,CASERNE LIEUTENANT NICOLAS$38 BOULEVARD DUCHAMP$BP 350$61014 ALENCON CEDEX,,,
GN00033088,Compagnie de r�serve territoriale 68/3 COLMAR,CRT 68/3 COLMAR,68,R022,,,,15550.0,Quartier Lacarre$56 Rue de la Cavalerie$68000 COLMAR,QUARTIER LACARRE$56 RUE DE LA CAVALERIE$68021 COLMAR CEDEX,,,
GN00033089,Compagnie de r�serve territoriale 68/4 COLMAR,CRT 68/4 COLMAR,68,R022,,,,15551.0,Quartier Lacarre$56 Rue de la Cavalerie$68000 COLMAR,QUARTIER LACARRE$56 RUE DE LA CAVALERIE$68021 COLMAR CEDEX,,,
GN00033090,Compagnie de r�serve territoriale 68/5 COLMAR,CRT 68/5 COLMAR,68,R022,,,,15552.0,Quartier Lacarre$56 Rue de la Cavalerie$68000 COLMAR,QUARTIER LACARRE$56 RUE DE LA CAVALERIE$68021 COLMAR CEDEX,,,
GN00033091,Compagnie de r�serve territoriale 21/3 DIJON,CRT 21/3 DIJON,21,R022,,,,16039.0,Quartier Deflandre$30 Boulevard Mar�chal Joffre$21000 DIJON,QUARTIER DEFLANDRE$30 BOULEVARD MARECHAL JOFFRE$21000 DIJON,,,
GN00033092,Compagnie de r�serve territoriale 21/4 DIJON,CRT 21/4 DIJON,21,R022,,,,16040.0,Quartier Deflandre$30 Boulevard Mar�chal Joffre$21000 DIJON,QUARTIER DEFLANDRE$30 BOULEVARD MARECHAL JOFFRE$21000 DIJON,,,
GN00033093,Compagnie de r�serve territoriale 58/2 NEVERS,CRT 58/2 NEVERS,58,R022,,,,16298.0,Caserne G�n�ral Vessereau$6 Rue du Colonel Louis Dartois$58000 NEVERS,CASERNE GENERAL VESSEREAU$6 RUE DU COLONEL LOUIS DARTOIS$58000 NEVERS,,,
GN00033094,Compagnie de r�serve territoriale 58/3 NEVERS,CRT 58/3 NEVERS,58,R022,,,,16299.0,Caserne G�n�ral Vessereau$6 Rue du Colonel Louis Dartois$58000 NEVERS,CASERNE GENERAL VESSEREAU$6 RUE DU COLONEL LOUIS DARTOIS$58000 NEVERS,,,
GN00033095,Compagnie de r�serve territoriale 71/3 MACON,CRT 71/3 MACON,71,R022,,,,16482.0,4 Avenue de la Gendarmerie$71850 CHARNAY LES MACON,4 AVENUE DE LA GENDARMERIE$71850 CHARNAY LES MACON,,,
GN00033096,Compagnie de r�serve territoriale 71/4 MACON,CRT 71/4 MACON,71,R022,,,,16483.0,4 Avenue de la Gendarmerie$71850 CHARNAY LES MACON,4 AVENUE DE LA GENDARMERIE$71850 CHARNAY LES MACON,,,
GN00033097,Compagnie de r�serve territoriale 89/3 AUXERRE,CRT 89/3 AUXERRE,89,R022,,,,16578.0,33 Rue du Colonel Arnaud BELTRAME$89000 AUXERRE,33 RUE DU COLONEL ARNAUD BELTRAME$89000 AUXERRE,,,
GN00033098,Compagnie de r�serve territoriale 89/4 AUXERRE,CRT 89/4 AUXERRE,89,R022,,,,16579.0,33 Rue du Colonel Arnaud BELTRAME$89000 AUXERRE,33 RUE DU COLONEL ARNAUD BELTRAME$89000 AUXERRE,,,
GN00033099,Compagnie de r�serve territoriale 22/3 SAINT-BRIEUC,CRT 22/3 ST-BRIEUC,22,R022,,,,8449.0,Caserne de Gu�briant$30 Rue de la Gare$22000 ST BRIEUC,CASERNE DE GUEBRIANT$30 RUE DE LA GARE$BP 52363$22023 ST BRIEUC CEDEX 1,,,
GN00033100,Compagnie de r�serve territoriale 22/4 SAINT-BRIEUC,CRT 22/4 ST-BRIEUC,22,R022,,,,8450.0,Caserne de Gu�briant$30 Rue de la Gare$22000 ST BRIEUC,CASERNE DE GUEBRIANT$30 RUE DE LA GARE$BP 52363$22023 ST BRIEUC CEDEX 1,,,
GN00033101,Compagnie de r�serve territoriale 29/3 QUIMPER,CRT 29/3 QUIMPER,29,R022,,,,8584.0,12 Place de La Tour d'Auvergne$29000 QUIMPER,12 PLACE DE LA TOUR D AUVERGNE$29000 QUIMPER,,,
GN00033102,Compagnie de r�serve territoriale 29/4 QUIMPER,CRT 29/4 QUIMPER,29,R022,,,,8585.0,12 Place de La Tour d'Auvergne$29000 QUIMPER,12 PLACE DE LA TOUR D AUVERGNE$29000 QUIMPER,,,
GN00033103,Compagnie de r�serve territoriale 29/5 QUIMPER,CRT 29/5 QUIMPER,29,R022,,,,8586.0,12 Place de La Tour d'Auvergne$29000 QUIMPER,12 PLACE DE LA TOUR D AUVERGNE$29000 QUIMPER,,,
GN00033104,Compagnie de r�serve territoriale 35/3 RENNES,CRT 35/3 RENNES,35,R022,,,,8343.0,Caserne g�n�ral Maurice GUILLAUDOT$85 Boulevard Clemenceau$35000 RENNES,CASERNE GENERAL MAURICE GUILLAUDOT$85 BOULEVARD CLEMENCEAU$BP 33284$35032 RENNES CEDEX,,,
GN00033105,Compagnie de r�serve territoriale 35/4 RENNES,CRT 35/4 RENNES,35,R022,,,,8344.0,Caserne g�n�ral Maurice GUILLAUDOT$85 Boulevard Clemenceau$35000 RENNES,CASERNE GENERAL MAURICE GUILLAUDOT$85 BOULEVARD CLEMENCEAU$BP 33284$35032 RENNES CEDEX,,,
GN00033106,Compagnie de r�serve territoriale 35/5 RENNES,CRT 35/5 RENNES,35,R022,,,,8345.0,Caserne g�n�ral Maurice GUILLAUDOT$85 Boulevard Clemenceau$35000 RENNES,CASERNE GENERAL MAURICE GUILLAUDOT$85 BOULEVARD CLEMENCEAU$BP 33284$35032 RENNES CEDEX,,,
GN00033107,Compagnie de r�serve territoriale 56/3 VANNES,CRT 56/3 VANNES,56,R022,,,,8698.0,Caserne Guillaudot$2 Rue du Colonel Arnaud Beltrame$56000 VANNES,CASERNE GUILLAUDOT$2 RUE DU COLONEL ARNAUD BELTRAME$56000 VANNES,,,
GN00033108,Compagnie de r�serve territoriale 56/4 VANNES,CRT 56/4 VANNES,56,R022,,,,8699.0,Caserne Guillaudot$2 Rue du Colonel Arnaud Beltrame$56000 VANNES,CASERNE GUILLAUDOT$2 RUE DU COLONEL ARNAUD BELTRAME$56000 VANNES,,,
GN00033109,Compagnie de r�serve territoriale 18/2 BOURGES,CRT 18/2 BOURGES,18,R022,,,,10317.0,Caserne Gendarme Vitoux$173 Avenue de Saint-Amand$18000 BOURGES,CASERNE GENDARME VITOUX$173 AVENUE DE SAINT AMAND$18020 BOURGES CEDEX,,,
GN00033110,Compagnie de r�serve territoriale 18/3 BOURGES,CRT 18/3 BOURGES,18,R022,,,,10318.0,Caserne Gendarme Vitoux$173 Avenue de Saint-Amand$18000 BOURGES,CASERNE GENDARME VITOUX$173 AVENUE DE SAINT AMAND$18020 BOURGES CEDEX,,,
GN00033111,Compagnie de r�serve territoriale 28/3 LUCE,CRT 28/3 LUCE,28,R022,,,,10407.0,Quartier Gendarme Dupr�$43 Rue du Mar�chal Leclerc$28110 LUCE,QUARTIER GENDARME DUPRE$43 RUE DU MARECHAL LECLERC$28110 LUCE,,,
GN00033112,Compagnie de r�serve territoriale 36/2 CHATEAUROUX,CRT 36/2 CHATEAUROUX,36,R022,,,,10479.0,Caserne Charlier$7 Rue Charlier$36000 CHATEAUROUX,CASERNE CHARLIER$7 RUE CHARLIER$BP 579$36019 CHATEAUROUX CEDEX,,,
GN00033113,Compagnie de r�serve territoriale 37/3 TOURS,CRT 37/3 TOURS,37,R022,,,,10572.0,Caserne Raby$171 Avenue de Grammont$37000 TOURS,CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS,,,
GN00033114,Compagnie de r�serve territoriale 37/4 TOURS,CRT 37/4 TOURS,37,R022,,,,10573.0,Caserne Raby$171 Avenue de Grammont$37000 TOURS,CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS,,,
GN00033115,Compagnie de r�serve territoriale 41/2 BLOIS,CRT 41/2 BLOIS,41,R022,,,,10649.0,16 Rue de Signeulx$41000 BLOIS,16 RUE DE SIGNEULX$41000 BLOIS,,,
GN00033116,Compagnie de r�serve territoriale 41/3 BLOIS,CRT 41/3 BLOIS,41,R022,,,,10650.0,16 Rue de Signeulx$41000 BLOIS,16 RUE DE SIGNEULX$41000 BLOIS,,,
GN00033117,Compagnie de r�serve territoriale 45/3 ORLEANS,CRT 45/3 ORLEANS,45,R022,,,,10239.0,Caserne Conn�table de Richemont$7 Boulevard Marie Stuart$45000 ORLEANS,CASERNE CONNETABLE DE RICHEMONT$7 BOULEVARD MARIE STUART$BP 2537$45038 ORLEANS CEDEX 1,,,
GN00033118,Compagnie de r�serve territoriale 45/4 ORLEANS,CRT 45/4 ORLEANS,45,R022,,,,10240.0,Caserne Conn�table de Richemont$7 Boulevard Marie Stuart$45000 ORLEANS,CASERNE CONNETABLE DE RICHEMONT$7 BOULEVARD MARIE STUART$BP 2537$45038 ORLEANS CEDEX 1,,,
GN00033119,Compagnie de r�serve territoriale 08/3 CHARLEVILLE-MEZIERES,CRT 08/3 CHARLEVILLE-MEZIERES,08,R022,,,,14893.0,Caserne Dubois-Cranc�$198 Avenue Charles de Gaulle$08000 CHARLEVILLE MEZIERES,CASERNE DUBOIS CRANCE$198 AVENUE CHARLES DE GAULLE$08000 CHARLEVILLE MEZIERES,,,
GN00033120,Compagnie de r�serve territoriale 10/2 ROSIERES-PRES-TROYES,CRT 10/2 ROSIERES-PRES-TROYES,10,R022,,,,14975.0,Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES,CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES,,,
GN00033121,Compagnie de r�serve territoriale 10/3 ROSIERES-PRES-TROYES,CRT 10/3 ROSIERES-PRES-TROYES,10,R022,,,,14976.0,Caserne Capitaine Oger$Rue du Colonel Arnaud BELTRAME$10430 ROSIERES PRES TROYES,CASERNE CAPITAINE OGER$RUE DU COLONEL ARNAUD BELTRAME$10430 ROSIERES PRES TROYES,,,
GN00033122,Compagnie de r�serve territoriale 51/3 CHALONS-EN-CHAMPAGNE,CRT 51/3 CHALONS-EN-CHAMPAGNE,51,R022,,,,15083.0,Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE,CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX,,,
GN00033123,Compagnie de r�serve territoriale 51/4 CHALONS-EN-CHAMPAGNE,CRT 51/4 CHALONS-EN-CHAMPAGNE,51,R022,,,,15084.0,Caserne sous-lieutenant CHARLOT$124 Avenue du G�n�ral Sarrail$51000 CHALONS EN CHAMPAGNE,CASERNE SOUS LIEUTENANT CHARLOT$124 AVENUE DU GENERAL SARRAIL$51022 CHALONS EN CHAMPAGNE CEDEX,,,
GN00033124,Compagnie de r�serve territoriale 52/2 CHAUMONT,CRT 52/2 CHAUMONT,52,R022,,,,15162.0,1 Rue du colonel Arnaud BELTRAME$52000 CHAUMONT,1 RUE DU COLONEL ARNAUD BELTRAME$52000 CHAUMONT,,,
GN00033128,Maison de protection des familles GGD27,MPF GGD27,27,080J,+33 2 77 12 01 12,,,9218.0,Caserne Victor Hugo$21 Rue Victor Hugo$27000 EVREUX,CASERNE AMEY$2 RUE DU COLONEL ARNAUD BELTRAME$27022 EVREUX CEDEX,,,
GN00033130,Compagnie de r�serve territoriale 971/3 SAINT-CLAUDE,CRT 971/3 ST-CLAUDE,971,R022,,,,2474.0,Caserne Morne-Hou�l$Rue de la Cascade Vauchelet$97120 ST CLAUDE,CASERNE MORNE HOUEL$RUE DE LA CASCADE VAUCHELET$97120 ST CLAUDE,,,
GN00033131,Compagnie de r�serve territoriale 978/1 Saint-Martin,CRT 978/1 ST-MARTIN,971,R022,,,,3089.0,Caserne Morne-Hou�l$Rue de la Cascade Vauchelet$97120 ST CLAUDE,CASERNE MORNE HOUEL$RUE DE LA CASCADE VAUCHELET$97120 ST CLAUDE,,,
GN00033133,Compagnie de r�serve territoriale 972/3 FORT-DE-FRANCE,CRT 972/3 FORT-DE-FRANCE,972,R022,,,,2572.0,Caserne JOSEPH FRANCE$97200 FORT DE FRANCE,CASERNE JOSEPH FRANCE$BP 616$97261 FORT DE FRANCE CEDEX,,,
GN00033136,Compagnie de r�serve territoriale 973/3 CAYENNE,CRT 973/3 CAYENNE,973,R022,,,,2674.0,Caserne La Madeleine$1296 Route de la Madeleine$97300 CAYENNE,CASERNE LA MADELEINE$1296 ROUTE DE LA MADELEINE$CS 96005$97306 CAYENNE CEDEX,,,
GN00033137,Compagnie de r�serve territoriale 973/4 CAYENNE,CRT 973/4 CAYENNE,973,R022,,,,2675.0,Caserne La Madeleine$1296 Route de la Madeleine$97300 CAYENNE,CASERNE LA MADELEINE$1296 ROUTE DE LA MADELEINE$CS 96005$97306 CAYENNE CEDEX,,,
GN00033138,Compagnie de r�serve territoriale 974/3 SAINT-DENIS,CRT 974/3 ST-DENIS,974,R022,,,,2786.0,Caserne V�rines$61 Rue Victor Mac-Auliffe$97400 ST DENIS,CASERNE VERINES$61 RUE VICTOR MAC AULIFFE$BP 92036$97405 ST DENIS CEDEX,,,
GN00033142,Compagnie de r�serve territoriale 987/2 PAPEETE,CRT 987/2 PAPEETE,987,R022,,,,2955.0,�le de Tahiti - Caserne Bruat$Avenue Pouvanaa$98714 PAPEETE,ILE DE TAHITI CASERNE BRUAT$AVENUE POUVANAA$BP 89$98713 PAPEETE CEDEX,,,
GN00033143,Compagnie de r�serve territoriale 987/3 PAPEETE,CRT 987/3 PAPEETE,987,R022,,,,2956.0,�le de Tahiti - Caserne Bruat$Avenue Pouvanaa$98714 PAPEETE,ILE DE TAHITI CASERNE BRUAT$AVENUE POUVANAA$BP 89$98713 PAPEETE CEDEX,,,
GN00033145,Compagnie de r�serve territoriale 988/3 NOUMEA,CRT 988/3 NOUMEA,988,R022,,,,3055.0,Caserne Meunier$18 Rue Fr�d�ric Surleau$98800 NOUMEA,CASERNE MEUNIER$18 RUE FREDERIC SURLEAU$BP R3$98851 NOUMEA CEDEX,,,
GN00033149,Section d'appui judiciaire de r�serve 75,SAJR 75,94,R020,,,,5977.0,Quartier Mohier$4 Avenue Busteau$94700 MAISONS ALFORT,QUARTIER MOHIER$4 AVENUE BUSTEAU$94706 MAISONS ALFORT CEDEX,,,
GN00033150,Compagnie de r�serve territoriale 52/3 CHAUMONT,CRT 52/3 CHAUMONT,52,R022,,,,15163.0,1 Rue du colonel Arnaud BELTRAME$52000 CHAUMONT,1 RUE DU COLONEL ARNAUD BELTRAME$52000 CHAUMONT,,,
GN00033151,Compagnie de r�serve territoriale 25/3 BESANCON,CRT 25/3 BESANCON,25,R022,,,,16131.0,Caserne Capitaine Girard$26 Rue des Justices$25000 BESANCON,CASERNE CAPITAINE GIRARD$26 RUE DES JUSTICES$25031 BESANCON CEDEX,,,
GN00033152,Compagnie de r�serve territoriale 39/3 LONS-LE-SAUNIER,CRT 39/3 LONS-LE-SAUNIER,39,R022,,,,16218.0,Quartier Bouffez$51 Avenue Camille Prost$39000 LONS LE SAUNIER,QUARTIER BOUFFEZ$51 AVENUE CAMILLE PROST$39000 LONS LE SAUNIER,,,
GN00033153,Compagnie de r�serve territoriale 70/2 VESOUL,CRT 70/2 VESOUL,70,R022,,,,16372.0,Quartier Juin$1 Rue du Mar�chal Juin$70000 VESOUL,QUARTIER JUIN$1 RUE DU MARECHAL JUIN$70000 VESOUL,,,
GN00033154,Compagnie de r�serve territoriale 70/3 VESOUL,CRT 70/3 VESOUL,70,R022,,,,16373.0,Quartier Juin$1 Rue du Mar�chal Juin$70000 VESOUL,QUARTIER JUIN$1 RUE DU MARECHAL JUIN$70000 VESOUL,,,
GN00033155,Compagnie de r�serve territoriale 27/3 EVREUX,CRT 27/3 EVREUX,27,R022,,,,9299.0,Caserne Amey$2 Rue du Colonel Arnaud BELTRAME$27000 EVREUX,CASERNE AMEY$2 RUE DU COLONEL ARNAUD BELTRAME$27022 EVREUX CEDEX,,,
GN00033156,Compagnie de r�serve territoriale 27/4 EVREUX,CRT 27/4 EVREUX,27,R022,,,,9300.0,Caserne Amey$2 Rue du Colonel Arnaud BELTRAME$27000 EVREUX,CASERNE AMEY$2 RUE DU COLONEL ARNAUD BELTRAME$27022 EVREUX CEDEX,,,
GN00033157,Compagnie de r�serve territoriale 27/5 EVREUX,CRT 27/5 EVREUX,27,R022,,,,9301.0,Caserne Amey$2 Rue du Colonel Arnaud BELTRAME$27000 EVREUX,CASERNE AMEY$2 RUE DU COLONEL ARNAUD BELTRAME$27022 EVREUX CEDEX,,,
GN00033158,Compagnie de r�serve territoriale 76/3 ROUEN,CRT 76/3 ROUEN,76,R022,,,,9078.0,Caserne Hatry$2 Rue du G�n�ral Sarrail$76000 ROUEN,CASERNE HATRY$2 RUE DU GENERAL SARRAIL$76038 ROUEN CEDEX,,,
GN00033159,Compagnie de r�serve territoriale 76/4 ROUEN,CRT 76/4 ROUEN,76,R022,,,,9079.0,Caserne Hatry$2 Rue du G�n�ral Sarrail$76000 ROUEN,CASERNE HATRY$2 RUE DU GENERAL SARRAIL$76038 ROUEN CEDEX,,,
GN00033160,Compagnie de r�serve territoriale 76/5 ROUEN,CRT 76/5 ROUEN,76,R022,,,,9080.0,Caserne Hatry$2 Rue du G�n�ral Sarrail$76000 ROUEN,CASERNE HATRY$2 RUE DU GENERAL SARRAIL$76038 ROUEN CEDEX,,,
GN00033161,Compagnie de r�serve territoriale 11/3 CARCASSONNE,CRT 11/3 CARCASSONNE,11,R022,,,,13417.0,Caserne Saint-Jacques$81 Avenue du Docteur Henri Go�t$11000 CARCASSONNE,CASERNE SAINT JACQUES$81 AVENUE DU DOCTEUR HENRI GOUT$11000 CARCASSONNE,,,
GN00033162,Compagnie de r�serve territoriale 30/3 NIMES,CRT 30/3 NIMES,30,R022,,,,13630.0,56 Rue Sainte-Genevi�ve$30000 NIMES,56 RUE SAINTE GENEVIEVE$BP 47046$30000 NIMES,,,
GN00033163,Compagnie de r�serve territoriale 30/4 NIMES,CRT 30/4 NIMES,30,R022,,,,13631.0,56 Rue Sainte-Genevi�ve$30000 NIMES,56 RUE SAINTE GENEVIEVE$BP 47046$30000 NIMES,,,
GN00033164,Compagnie de r�serve territoriale 30/5 NIMES,CRT 30/5 NIMES,30,R022,,,,13632.0,56 Rue Sainte-Genevi�ve$30000 NIMES,56 RUE SAINTE GENEVIEVE$BP 47046$30000 NIMES,,,
GN00033165,Compagnie de r�serve territoriale 34/3 MONTPELLIER,CRT 34/3 MONTPELLIER,34,R022,,,,13814.0,Caserne Lepic$359 Rue de Fontcouverte$34070 MONTPELLIER,CASERNE LEPIC$359 RUE DE FONTCOUVERTE$34056 MONTPELLIER CEDEX 1,,,
